,userid,content,data,tags
0,gs25_official,"gs25_official인증됨명절 선물이 고민인 당!신!에게😎GS25가 설 선물 맛집인 사실🎁당장 알려드림(엄.근.진.)📍CJ)햇반190G[36입] 32.900원32.900원&무료배송(20개 이상 구매 시)🔥📍정관장)에너지/아미노활기력샷(10입)35,000원 (1+1💥)📍이모카세)도시락김[12봉]12,000원 (1+1✨)📍조니워커 블랙700ml52,000원&본품1병+하이볼글라스1+코스터1set🎊착한 가격에 구성 무엇?🤷‍🤷‍나를 위한 선물로도 딱! (소곤소곤)* 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다.임신 중 음주는 기형아 출생 위험을 높입니다.#GS25 #재미상점 #재미있는GS25 #재미상점GS25 #우리동네선물가게 #편의점 #편의점인기템 #GS25신상 #우리동네GS #햇반 #정관장 #이모카세 #도시락김 #조니워커블랙 #설 #명절 #명절선물9분",2025-01-21,"['#GS25', '#재미상점', '#재미있는GS25', '#재미상점GS25', '#우리동네선물가게', '#편의점', '#편의점인기템', '#GS25신상', '#우리동네GS', '#햇반', '#정관장', '#이모카세', '#도시락김', '#조니워커블랙', '#설', '#명절', '#명절선물9분']"
1,gs25_official,"gs25_official인증됨이것 뭐예요..? 젤리 러버들 심쿵하는💗껍질째 먹는 젤리 시리즈의 귀환🔥더 쫄깃 달콤하게 돌아왔다! NEW 껍질째 먹는 시리즈🍭일본 국민 캔디 ‘세이카(Seika)’ 4종 사/전/예/약취향 저격 맛만 있는 거 시롸..?! 젤리 러버들은 우리동네GS앱에서 먼저 만나보기💙(속닥속닥... 품절 대란 전에 GET ㄱㄱ) 📆 1.21(화) 오전 11시 사전예약 START🍬껍질째 먹는 복숭아모찌(8입) 13,900원🍬껍질째 먹는 초코모찌(8입) 13,900원🍬껍질째 먹는 고구마아메(10입) 24,900원🍬껍질째 먹는 본탄아메(10입) 19,900원*각 500개 한정 판매 상품으로 조기 종료될 수 있습니다.*제주는 사전예약 미운영 됩니다. #GS25 #재미상점 #재미있는GS25 #재미상점GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #세이카 #Seika #껍질째먹는젤리 #고구마아메 #본탄아메 #복숭아모찌 #초코모찌1시간",2025-01-21,"['#GS25', '#재미상점', '#재미있는GS25', '#재미상점GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#세이카', '#Seika', '#껍질째먹는젤리', '#고구마아메', '#본탄아메', '#복숭아모찌', '#초코모찌1시간']"
2,gs25_official,"gs25_official인증됨“당신의 새로운 도전을 응원합니다”It’s PRIME Time! D-2💥ㄴGS25 X PRIME 매장 입고 임박!WHO MADE THIS!🔥유튜버 로건폴 (2360만)과 KSI (2460만)가 론칭한 힙한 음료!미국 품절대란템을 집 앞 GS25에서?!날 설레게 해,,(๑•̀ㅂ•́)و✧두근두근 D-2😮화제의 그 스포츠 드링크를GS25에서 만나봐💙#GS25 #재미상점 #재미있는GS25 #재미상점GS25 #GS25프라임 #프라임하이드레이션 #프라임스포츠드링크#편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #프라임 #로건폴 #PRIME #KSI #우리동네GS #프라임이온음료 #스포츠음료 #이온음료17시간",2025-01-20,"['#GS25', '#재미상점', '#재미있는GS25', '#재미상점GS25', '#GS25프라임', '#프라임하이드레이션', '#프라임스포츠드링크', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#프라임', '#로건폴', '#PRIME', '#KSI', '#우리동네GS', '#프라임이온음료', '#스포츠음료', '#이온음료17시간']"
3,gs25_official,"gs25_official인증됨커피 한 잔의 여유를 아는Chill한 당.신.🤎 커피러버들 무조건 pick (づ￣ 3￣)づ 늦은 밤 커피 생각이 난다면?디카페인 pick🔥다이어트 중 달달~한 게 땡길땐?저당 바닐라라떼 pick.✨ ☕유어스)디카페인아메리카노300ML 2,000원☕유어스)저당바닐라라떼300ML 2,000원 가까운 GS25에서 당장 만나봐💙 [#GS25 히든이벤트_커피 러버들 모여라]유어스 커피 2종 中 기대되는 제품을 댓글로 남겨주세요!추첨을 통해 선물을 드려요 🎁 🔹발표 일정: 2/14(화) 예정🔹당첨 인원: 50명※ 1월 히든이벤트에 해당되는 전체 당첨 인원입니다. 🎁이벤트 경품GS25 모바일상품권 5천원권 (50명) #GS25 #재미상점 #재미있는GS25 #재미상점GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #유어스 #디카페인아메리카노 #저당바닐라라떼17시간",2025-01-20,"['#GS25', '#GS25', '#재미상점', '#재미있는GS25', '#재미상점GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#유어스', '#디카페인아메리카노', '#저당바닐라라떼17시간']"
4,gs25_official,gs25_official인증됨설 연휴 택배가 필요할 땐? GS25💙반값택배 진.짜 365일 연중무휴!설 연휴에도 저렴하게😮받고 싶은 설 명절 선물 1위! = GS25 ‘편.카’💳(속닥속닥 이젠 택배도 ‘편.카’로 결제 가능이래~)설 연휴에도 GS25에서 선물 구매하고연중무휴 반값 택배로 손쉽게 보내보자💙📆국내/국제택배는 잠깐 STOP🚚전국(제주/도서제외) 1.24(금) 전국 접수 마감&1.31(금) 정상 운영!🚚제주/도서 지역1.23(목) 접수 마감&1.31(금) 정상 운영!#GS25 #재미상점 #재미있는GS25 #재미상점GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #설 #명절 #택배 #명절선물 #설선물 #편의점택배 #반값택배 #기프트카드 #편카18시간,2025-01-20,"['#GS25', '#재미상점', '#재미있는GS25', '#재미상점GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#설', '#명절', '#택배', '#명절선물', '#설선물', '#편의점택배', '#반값택배', '#기프트카드', '#편카18시간']"
5,gs25_official,"gs25_official인증됨1월 설레는 맥스티벌 두등장(づ￣ 3￣)づ요거요거 완전 내 취향 맥주들 아니얏..?! GS25에서 한 달간 진행하는 맥스티벌🍻✔️ 엑스파니아캔 500ml*6캔 5,940원✔️ 스텔라캔 500ml*6캔 13,000원✔️ 기네스흑맥주캔 440ml*4캔 10,000원✔️ 크러시캔 470ml*8캔 15,000원 등이 외에도 다양한 맥주가 준비되어 있대 +_+ 자세한 내용은 카드뉴스로 ㄱㄱㄱ💕💙행사 기간: ~1/31(금) * 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다.임신 중 음주는 기형아 출생 위험을 높입니다. #GS25 #재미상점 #재미있는GS25 #재미상점GS25 #편의점 #편의점인기템 #GS25신상 #우리동네GS #맥스티벌 #수입맥주19시간",2025-01-20,"['#GS25', '#재미상점', '#재미있는GS25', '#재미상점GS25', '#편의점', '#편의점인기템', '#GS25신상', '#우리동네GS', '#맥스티벌', '#수입맥주19시간']"
6,gs25_official,"jfi1114인증됨#광고 #막앤스키두둥! 버번 위스키 짐빔과 지평이 만나 막앤스키 출시!내가 그렇게 #막스키 만들어서 때렸는데 이제는 그럴 필요가 없음! 정말 볼때마다 감동스럽다는😍지평 누룩과 위스키 풍미가 장난이 아님!👍#GS25 #막걸리 #위스키#제이파이 #한잔말아bar〰️막앤스키는 전국의 GS25에서 구매할 수 있습니다〰️*지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신중 음주는 기형아 출생 위험을 높입니다.20시간",2025-01-20,"['#광고', '#막앤스키두둥!', '#막스키', '#GS25', '#막걸리', '#위스키', '#제이파이', '#한잔말아bar〰️막앤스키는']"
7,gs25_official,"gs25_official인증됨Mr.백 : ??씨 잠깐 내려와봐유...!💢IGIN 애플토닉 이거 요물이네 요물! 쩝쩝박사의 대가, 백종원 대표와그의 베스트 술친구의 역/대/급 콜라보♡ 충남 예산 지니스램프에서 명인들의감사로 만들어진 IGIN 애플토닉🍎🍏ㄴ아직 안 마셨다구? 말이가 안되세여...😲 🍑 생자두의 과육향이 넘치는 새콤토닉🍉 시원달콤한 수박바 맛나는 달콤토닉 IGIN 애플토닉 많관부~! ( •̀ ω •́ )✧ *지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다.임신 중 음주는 기형아 출생 위험을 높입니다. #GS25 #재미상점 #재미상점GS25 #재미있는GS25 #지니스램프 #아이긴 #아이긴애플토닉 #아이긴스마일파티 #아이긴파티 #wheresmilesbegin #IGIN #appletonic #달콤토닉 #새콤토닉 #jinislamp21시간",2025-01-20,"['#GS25', '#재미상점', '#재미상점GS25', '#재미있는GS25', '#지니스램프', '#아이긴', '#아이긴애플토닉', '#아이긴스마일파티', '#아이긴파티', '#wheresmilesbegin', '#IGIN', '#appletonic', '#달콤토닉', '#새콤토닉', '#jinislamp21시간']"
8,gs25_official,"gs25_official인증됨✨화제의 디저트! GS25 단독 출시!🧱벽돌 모양 초콜릿 케이크🍫🧱쫀득한 초코 브라우니 위에더 쫀득한 마시멜로 초콜릿을 얹어차갑게 먹으면 꾸덕~한 식감을!따뜻하게 먹으면 부드러운 초코의 풍미를!1/22(수) GS25에서 만나보세용!🤎 🍫벽돌 모양 초콜릿 케이크 4,300원 #GS25 #재미상점 #재미상점GS25 #재미있는GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #편의점빵 #편의점디저트 #GS25빵 #GS25디저트 #벽돌케이크 #벽돌모양초콜릿케이크1일",2025-01-20,"['#GS25', '#재미상점', '#재미상점GS25', '#재미있는GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#편의점빵', '#편의점디저트', '#GS25빵', '#GS25디저트', '#벽돌케이크', '#벽돌모양초콜릿케이크1일']"
9,gs25_official,"gs25_official인증됨수산물러버는 조용히 손을 들어주세요🙋‍🙋쫄깃 통통 식감 예술 수산물만 모았다!😮 문어와 소라 조화 말모 말모~b(￣▽￣)d이젠 혼자도 수산물 먹기 가능하다구😋 🐙바로먹는데친문어120G(냉장) 6,900원🐚바로먹는데친문어소라120G(냉장) 6,900원 간편 먹템 찾을 땐?GS25로 ㄱㄱ💙 [#GS25 히든이벤트_문어야 소라해]문어와 소라에 대한 주접 댓글을 남겨주세요!추첨을 통해 선물을 드려요 🎁 🔹발표 일정: 2/14(화) 예정🔹당첨 인원: 50명※ 1월 히든이벤트에 해당되는 전체 당첨 인원입니다. 🎁이벤트 경품GS25 모바일상품권 5천원권 (50명) #GS25 #재미상점 #재미있는GS25 #재미상점GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #수산물 #문어 #소라 #바로먹는데친문어 #바로먹는데친문어소라 #이벤트1일",2025-01-20,"['#GS25', '#GS25', '#재미상점', '#재미있는GS25', '#재미상점GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#수산물', '#문어', '#소라', '#바로먹는데친문어', '#바로먹는데친문어소라', '#이벤트1일']"
10,gs25_official,"just_maesil친구 자취방에서 술마실 때 국룰ㅋㅋ투명한 과일 원물 #프레시볼 로 무드등해야댐걸스토크 분위기 ㅇㅈ?💃💃🍊생 오렌지 / 자몽 웨지컷이 통으로 들어가서과일맛이 진하고 상큼한 프레시볼✨GS25에서 단독 출시했다고 하니 많관부!!!❤※지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.#GS25 #GS25_프레시볼 #술추천 #편의점하이볼 #하이볼 #과일하이볼 #편의점신상 #GS25하이볼1일",2025-01-19,"['#프레시볼', '#GS25', '#GS25_프레시볼', '#술추천', '#편의점하이볼', '#하이볼', '#과일하이볼', '#편의점신상', '#GS25하이볼1일']"
11,gs25_official,gs25_official인증됨무서운데 친절한 핑크가드와 게임을🕹ㄴ GS25 X <오징어게임>시즌2 팝업 현장 고고~!인생은 기회의 연/속🔥게임 재도전하고 콜라보 상품 받아갔다구?!오겜 팝업 간이고 쓸개고 다 준다 다 줘..💗여러분이 기대하던 오겜 콜라보 상품 모오두GS25에서 절찬 판매 중💙#GS25 #재미상점 #재미있는GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #오징어게임2 #SquidGame2 #GameStart25 #netflix2일,2025-01-19,"['#GS25', '#재미상점', '#재미있는GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#오징어게임2', '#SquidGame2', '#GameStart25', '#netflix2일']"
12,gs25_official,"korean_easycook인증됨#광고 진짜 과일이 들어간 누..드 하이볼!?투명캔으로 호기심 자극하는 #프레시볼 마셔봤어요!뚜껑 딸 때 부터 탄산 팍~ 터지는게 아우~거기에 진짜 과일까지 들어간 상큼함이 치킨 먹을때 진짜 최고일듯!과일 안주 득템이라 자몽, 오렌지 다 먹어봤는데자몽 씁쓸한 맛이랑 오렌지 상큼함 아직 살아있곸ㅋㅋㅋ둘 다 맛있지만 좋아하는 과일에 따라 골라먹는 재미가 있을 거 같아요!투명캔부터 과일 슬라이스까지 빨대만 꽂으면 완전 칵테일이라친구들이랑 기분 내면서 홈파티에서 마시기에도 딱~일거 같죠!?GS25 단독 출시니까 많관부 (하트)※지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.#GS25 #GS25_프레시볼 #술추천 #편의점하이볼 #하이볼 #과일하이볼 #먹방 #편의점신상 #GS25하이볼2일",2025-01-18,"['#광고', '#프레시볼', '#GS25', '#GS25_프레시볼', '#술추천', '#편의점하이볼', '#하이볼', '#과일하이볼', '#먹방', '#편의점신상', '#GS25하이볼2일']"
13,gs25_official,"gs25_official인증됨o0o;;이게 느좋아니면 뭔데. 투명한 #프레시볼 으로술자리 갬성 조명 탕탕~ 새콤쌉쌀한 자몽 그리고달콤상콤한 오렌지 생과일이 쏙! 들어가은은하게 퍼지는 과일 본연의 맛🍊 #GS25 #재미상점 #재미있는GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #프레시볼 #하이볼 #투명하이볼 #원물하이볼 #과일하이볼 #GS25하이볼 * 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다.2일",2025-01-18,"['#프레시볼', '#GS25', '#재미상점', '#재미있는GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#프레시볼', '#하이볼', '#투명하이볼', '#원물하이볼', '#과일하이볼', '#GS25하이볼']"
14,gs25_official,gs25_official인증됨핑크가드를 이겨라! ⭕️🔺🟥ㄴ GS25 X <오징어게임>시즌2 팝업 현장🔥커플부터 어린아이까지 즐긴 오겜 팝업💗달고나 초콜릿부터 라면까지 오겜 콜라보 상품 풀세트로 증정했다고?!핑크가드 이긴 사람들 부럽..（＞人＜；）GS25 X <오징어게임>시즌2 콜라보 제품이 궁금하다면?지금 당장 GS25로 출-발!💙#GS25 #재미상점 #재미있는GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #오징어게임2 #SquidGame2 #GameStart25 #netflix3일,2025-01-18,"['#GS25', '#재미상점', '#재미있는GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#오징어게임2', '#SquidGame2', '#GameStart25', '#netflix3일']"
15,gs25_official,"ootb_studio의뢰자xGS25 위로도시락 1차 사전 예약 완판!아직 구매하지 못하셨다면?!지금 2차 사전 예약중이니 놓치지 마세요!3단으로 쌓아서 위로푸짐해서 마음도 위로!🍱 3단 위로 도시락 6,500원국민의 의뢰로 제품을 출시하는ootb STUDIO의 새 프로젝트 ’의뢰자‘’의뢰자‘ X GS25위로 도시락 [3단] 2차 사전 예약✔️사전예약 기간: 1/18(토)~1/20(월) 24:00✔️우리동네GS 앱에서 예약 가능3일",2025-01-18,[]
16,gs25_official,gs25_official인증됨어남선생 편스토랑 우-승🔥류수영표 레시피로달달 볶아 만든 맛도리 진미채볶음이 쏘옥~어남선생의 진미채김밥! 매콤 달콤한 진미채볶음과향긋한 깻잎의 조합✨이 조합 호불호 없이 무조건 호호호 #GS25 #재미상점 #재미있는GS25 #편의점 #편의점신상템 #편의점신상 #GS25신상 #우리동네GS #편스토랑 #GS25편스토랑 #류수영 #모두의한끼3일,2025-01-17,"['#GS25', '#재미상점', '#재미있는GS25', '#편의점', '#편의점신상템', '#편의점신상', '#GS25신상', '#우리동네GS', '#편스토랑', '#GS25편스토랑', '#류수영', '#모두의한끼3일']"
17,gs25_official,gs25_official인증됨<오징어 게임>시즌2 GS25 신상 모음⭕️🔺🟥오겜 과몰입으로든든한 한 끼부터 달콤~한 후식까지!😘미..쳤다(positive)📍오징어게임)영희네추억의도시락📍오징어게임)사라다김밥📍오징어게임)달고나컵케익📍오징어게임)고로케사라다빵📍오징어게임)달달초코마카롱<오징어 게임>시즌2를GS25에서 더 재미있게 만나봐💗#GS25 #재미상점 #재미있는GS25 #재미상점GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #오징어게임2 #SquidGame2 #netflix #영희네추억의도시락 #사라다김밥 #달고나컵케익 #고로케사라다빵 #달달초코마카롱3일,2025-01-17,"['#GS25', '#재미상점', '#재미있는GS25', '#재미상점GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#오징어게임2', '#SquidGame2', '#netflix', '#영희네추억의도시락', '#사라다김밥', '#달고나컵케익', '#고로케사라다빵', '#달달초코마카롱3일']"
18,gs25_official,gs25_official인증됨하나씩 쌓여진 맛잘알 국민의 생생한 의견들을 모아맛도 양도 ‘위로’ 쌓아 올렸다! 전과자 제작진이 만든 신규 프로그램 ‘의뢰자’와 함께한위로(UP) 도시락 탄-생🌟들고 다니기 편하게 위로 UP UP! 푸짐한 찬 구성은 덤! 📅[3단] 위로 도시락 2차 사전 예약 기간📅- 일정 : 1/18(토) 00:00 ~ 1/20(월) 24:00- 고객 수령일 : 1/24(금) ✅위로 도시락 GS25 매장 출시 일정✅- 의뢰자) 위로 도시락(3단) 에그&함박 : 1/22(수)- 의뢰자) 위로 도시락(2단) 파김치&매운김치 : 1/24(금)*점포별 재고는 상이할 수 있습니다. [#EVENT @@아 밥심으로 위로받자😊]밥심이 필요한 친구 태그 후 위로 도시락 출시 소식을 알려 주세요!추첨을 통해 GS25 모바일상품권을 드려요🎁✔이벤트 기간: 1.17(금)~1.23(목)✔당첨자 발표: 2.4(화) 예정✔당첨자 경품: GS25 모바일상품권 3천원권 (10명)*3개의 게시물 중 작성하신 댓글 1개만 참여로 간주됩니다. #GS25 #재미상점 #재미있는GS25 #재미상점GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #도시락 #편의점도시락 #ootb #의뢰자 #위로도시락 #국민도시락수정됨 · 3일,2025-01-17,"['#EVENT', '#GS25', '#재미상점', '#재미있는GS25', '#재미상점GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#도시락', '#편의점도시락', '#ootb', '#의뢰자', '#위로도시락', '#국민도시락수정됨']"
19,gs25_official,gs25_official인증됨하나씩 쌓여진 맛잘알 국민의 생생한 의견들을 모아맛도 양도 ‘위로’ 쌓아 올렸다! 전과자 제작진이 만든 신규 프로그램 ‘의뢰자’와 함께한위로(UP) 도시락 탄-생🌟들고 다니기 편하게 위로 UP UP! 푸짐한 찬 구성은 덤! 📅[3단] 위로 도시락 2차 사전 예약 기간📅- 일정 : 1/18(토) 00:00 ~ 1/20(월) 24:00- 고객 수령일 : 1/24(금) ✅위로 도시락 GS25 매장 출시 일정✅- 의뢰자) 위로 도시락(3단) 에그&함박 : 1/22(수)- 의뢰자) 위로 도시락(2단) 파김치&매운김치 : 1/24(금)*점포별 재고는 상이할 수 있습니다. [#EVENT @@아 밥심으로 위로받자😊]밥심이 필요한 친구 태그 후 위로 도시락 출시 소식을 알려 주세요!추첨을 통해 GS25 모바일상품권을 드려요🎁✔이벤트 기간: 1.17(금)~1.23(목)✔당첨자 발표: 2.4(화) 예정✔당첨자 경품: GS25 모바일상품권 3천원권 (10명)*3개의 게시물 중 작성하신 댓글 1개만 참여로 간주됩니다. #GS25 #재미상점 #재미있는GS25 #재미상점GS25 #편의점 #편의점신상템 #편의점인기템 #GS25신상 #우리동네GS #도시락 #편의점도시락 #ootb #의뢰자 #위로도시락 #국민도시락수정됨 · 3일,2025-01-17,"['#EVENT', '#GS25', '#재미상점', '#재미있는GS25', '#재미상점GS25', '#편의점', '#편의점신상템', '#편의점인기템', '#GS25신상', '#우리동네GS', '#도시락', '#편의점도시락', '#ootb', '#의뢰자', '#위로도시락', '#국민도시락수정됨']"
20,cu_official,"cu_official인증됨⠀설 명절 앞두고 통 크-게 찾아왔다!⠀✨ 2025 CU 주류페스타 ✨⠀⠀주목 주목!! 📢⠀1/17~1/31 국산 맥주 특가 할인!🔥 ⠀⠀[2개 이상 구매 시 특가할인]⠀🍺 테라/테라라이트/켈리 P1.6L ⠀개당 7,900원 →  개당 5,500원⠀🍺 필라이트/필라이트후레쉬 P1.6L ⠀개당 3,900원 → 개당 2,700원⠀⠀[번들로 구매시 할인]⠀🍻필라이트후레쉬캔 355ml x 6입 ⠀7,500원 → 4,500원⠀🍻필라이트후레쉬캔/필라이트캔 500ml x 6입 ⠀10,500원 →  7,200원⠀⠀※ 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다.※ 임신 중 음주는 기형아 출생 위험을 높입니다.⠀⠀#주류페스타 #CU주류페스타 #할인행사⠀#CU #CU1월행사 #맥주 #국내맥주 #테라⠀#CU #씨유 #당신의_좋은친구_CU수정됨 · 2일",2025-01-18,"['#주류페스타', '#CU주류페스타', '#할인행사⠀', '#CU', '#CU1월행사', '#맥주', '#국내맥주', '#테라⠀', '#CU', '#씨유', '#당신의_좋은친구_CU수정됨']"
21,cu_official,"cu_official인증됨⠀W👀W  이 가격 실화!?고물가 시대, 놀라운 가격으로내 지갑 지켜줄 👛💜놀라운 간편식 3종💜 출시!══╡•✦놀라운 간편식 MENU✦•╞══땡초소스로 볶은 어묵이 가득!라면과 같이 먹으면 더 맛있는🍙 놀라운땡초어묵삼각 / 990원🍚 놀라운땡초어묵김밥 / 2,200원어린 시절 추억 소환! 분홍소시지와 계란후라이, 볶음김치, 멸추볶음, 김까지!🍱 놀라운추억의도시락 / 3,900원══════════════════맛까지 놀랍다니가성비 미쳤다(positive)…! ദ്ദി ˉ͈̀꒳ˉ͈́ )✧✨댓글로 놀라운 간편식 같이 먹고 싶은 친구를 태그해주세요!추첨을 통해 선물을 드려요 🎁✔CU 인스타그램 팔로우는 필수!✔기간 : 1/15(수) ~ 1/22(수)✔당첨자 발표 : 1/31(금) *당첨자 개별 DM 발표✔경품 : CU모바일상품권 3천원권 (10명)빨리 이 소식을 친구들에게 알려줘!@ 아, 오늘 저녁은 놀라운 간편식 어때?#놀라운간편식 #놀라운땡초어묵삼각 #놀라운땡초어묵김밥 #놀라운추억의도시락 #편의점추천 #CU신상#CU #씨유 #당신의_좋은친구_CU수정됨 · 5일",2025-01-15,"['#놀라운간편식', '#놀라운땡초어묵삼각', '#놀라운땡초어묵김밥', '#놀라운추억의도시락', '#편의점추천', '#CU신상', '#CU', '#씨유', '#당신의_좋은친구_CU수정됨']"
22,cu_official,"cu_official인증됨⠀겨울에 먹으면 더 맛있다!⠀⠀믿.먹 연세우유 NEW FLAVOR ~ >ᴗ•ಣ⠀❤ 레드벨벳 3종 출시 ❤⠀⠀꾸우-덕 한 크림치즈와 부드러운 생크림의 환상 조화!⠀🍰 연세우유 레드벨벳 생크림빵⠀⠀ 부드럽고~ 달콤한~ 레드벨벳 시트에 크림치즈가 돌돌!⠀🍰 연세우유 레드벨벳 롤케익⠀⠀쫄깃한 떡과 고소한 크.치를 ⠀한입에 와앙! 먹으면 얼마나 맛있게요?⠀🍰  연세우유 레드벨벳 생크림떡⠀⠀이번에도 품절 대란 예상 ✨⠀⠀@아, 지금 바로 연세우유 레드벨벳 GET하러⠀CU로 달려가자 💨⠀⠀#연세우유레드벨벳 #연세우유생크림빵 #연세우유 ⠀#레드벨벳생크림빵 #레드벨벳생크림롤 #레드벨벳생크림떡⠀#CU신상 #CU #씨유 #당신의_좋은친구_CU수정됨 · 1주",2025-01-09,"['#연세우유레드벨벳', '#연세우유생크림빵', '#연세우유', '#레드벨벳생크림빵', '#레드벨벳생크림롤', '#레드벨벳생크림떡⠀', '#CU신상', '#CU', '#씨유', '#당신의_좋은친구_CU수정됨']"
23,cu_official,"cu_official인증됨새해 복 많~이 받으CU! _(*ˊᵕˋ*)_⠀2025년 설맞이혼설족도 맛있게 즐기도록!#명절11찬도시락 출시 🍱⠀아니 이게 도시락이야 수랏상이야 ❤⠀⋆˚✿˖°대표 명절 음식 총출동° ˖✿˚⋆⠀떡갈비와, 전, 잡채, 나물로 든든하게⠀찹쌀떡으로 달콤하게⠀⠀CU는 따뜻하고 부드러워CU는 항상 가좍들을 위해 여기 있어CU는 좋아​ 명절 도시락도 역시 CU 😚@아, 설날에 CU 가자!⠀#도시락 #편의점도시락 #설 #명절음식 #CU신상⠀#CU #씨유 #당신의_좋은친구_CU11분",2025-01-21,"['#명절11찬도시락', '#도시락', '#편의점도시락', '#설', '#명절음식', '#CU신상⠀', '#CU', '#씨유', '#당신의_좋은친구_CU11분']"
24,cu_official,"cu_official인증됨⠀2025년 신년맞이 다짐 있으신가요?먹잘알 덕후들 여기 주목! 🍔🍹알찬 25년을 시작할 CU덕후 50기를 모집합니다💙💡 이런 분이라면 주목!① 트렌드에 앞장서고 싶다!② 식사 전 인증샷은 필수다!③ 스토리나 쇼츠 영상을 매일 만든다!CU 신상품을 가장 빠르고 트렌디하게 소개할 수 있는 당신! CU덕후 50기가 될 시간입니다🙌인스타그램, 블로그, 틱톡, 유튜브 등 다양한 채널에서 CU 신상품을 소개할여러분을 기다립니다❣💙 CU덕후 50기 모집📌 모집인원: 100명📌 모집기간: 1/20(월) – 1/30(목)까지📌 합격자발표: 2/3(월)*네이버 블로그를 통해 발표*2/5(수)까지 개별 발표 메일에 회신이 없을 시, 합격이 취소될 수 있습니다.📌지원서: CU 인스타그램 프로필 링크를 통해 제출누구보다 빠르게 CU의 신상을 맛보고 리뷰하고 싶다면서둘러 지원해 주세요!※ 자세한 내용은 프로필 링크 CU 네이버 블로그 확인#CU서포터즈 #편의점서포터즈 #대외활동모집#CU덕후 #CU덕후50기#서포터즈 #대외활동 #체험단#CU #씨유 #당신의_좋은친구_CU수정됨 · 14시간",2025-01-20,"['#CU서포터즈', '#편의점서포터즈', '#대외활동모집', '#CU덕후', '#CU덕후50기', '#서포터즈', '#대외활동', '#체험단', '#CU', '#씨유', '#당신의_좋은친구_CU수정됨']"
